"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","text_only"
"x17919972","x1367628391709605888",2021-03-05 00:09:52,"taylorswift13","@DavidArchie I LOVE THIS!!! 🤩🤩🤩","Twitter for iPhone",18,"x1367599643106762756","x24742957","DavidArchie",FALSE,FALSE,39795,4997,,,,,,,,,,,,,,,,"x24742957","DavidArchie","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1367628391709605888","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","I LOVE THIS!!!"
"x17919972","x1366401657685245955",2021-03-01 14:55:16,"taylorswift13","Hey Ginny &amp; Georgia, 2010 called and it wants its lazy, deeply sexist joke back. How about we stop degrading hard working women by defining this horse shit as FuNnY. Also, @netflix after Miss Americana this outfit doesn’t look cute on you 💔 Happy Women’s History Month I guess https://t.co/2X0jEOXIWp","Twitter for iPhone",280,,,,FALSE,FALSE,709572,175127,,,,,,,,"http://pbs.twimg.com/media/EvZvENeVkAA4fIa.jpg","https://t.co/2X0jEOXIWp","https://twitter.com/taylorswift13/status/1366401657685245955/photo/1","photo","http://pbs.twimg.com/media/EvZvENeVkAA4fIa.jpg","https://t.co/2X0jEOXIWp","https://twitter.com/taylorswift13/status/1366401657685245955/photo/1",,"x16573941","netflix","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1366401657685245955","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","Hey Ginny & Georgia, 2010 called and it wants its lazy, deeply sexist joke back. How about we stop degrading hard working women by defining this horse shit as FuNnY. Also, after Miss Americana this outfit doesn’t look cute on you Happy Women’s History Month I guess"
"x17919972","x1365437047578783747",2021-02-26 23:02:15,"taylorswift13","I miss you terribly and can’t wait til we can all safely be at shows together again 💘 https://t.co/q3T23FCpMn","Twitter for iPhone",85,,,,FALSE,FALSE,314203,29751,,,,,,,,"http://pbs.twimg.com/media/EvMBwaLWQAcp6OX.jpg","https://t.co/q3T23FCpMn","https://twitter.com/taylorswift13/status/1365437047578783747/photo/1","photo","http://pbs.twimg.com/media/EvMBwaLWQAcp6OX.jpg","https://t.co/q3T23FCpMn","https://twitter.com/taylorswift13/status/1365437047578783747/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1365437047578783747","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","I miss you terribly and can’t wait til we can all safely be at shows together again"
"x17919972","x1365086295857508354",2021-02-25 23:48:29,"taylorswift13","YES!!! Fingers crossed and praying that the Senate will see trans and lgbtq rights as basic human rights. 🏳️‍⚧️🏳️‍🌈🇺🇸 https://t.co/Nb19UGXgY3","Twitter for iPhone",117,,,,TRUE,FALSE,221240,32860,,,,,"twitter.com/glaad/status/1…","https://t.co/Nb19UGXgY3","https://twitter.com/glaad/status/1365053895916064776",,,,,,,,,,,"en","x1365053895916064776","BREAKING: The House has voted 224-206 to pass the #EqualityAct, which would protect LGBTQ people in areas including in housing, education, public accommodations and access to credit. https://t.co/89tiZEflzb",2021-02-25 21:39:44,"Twitter Web App",11716,2654,"x31583882","glaad","GLAAD",472174,42842,62376,"United States","Accelerating acceptance for LGBTQ people. 🏳️‍🌈",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1365086295857508354","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","YES!!! Fingers crossed and praying that the Senate will see trans and lgbtq rights as basic human rights. ️‍ ️ ️‍"
"x17919972","x1362837925105258497",2021-02-19 18:54:16,"taylorswift13","@NBAonTNT @JimmyButler @DwyaneWade 13/10 😺","Twitter for iPhone",7,"x1361935896161841152","x22178780","NBAonTNT",FALSE,FALSE,28158,2964,,,,,,,,,,,,,,,,"x22178780 x255199842 x33995409","NBAonTNT JimmyButler DwyaneWade","und",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1362837925105258497","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","13/10"
"x17919972","x1362815522463748096",2021-02-19 17:25:15,"taylorswift13","The mood board for the gasoline remix is just this one photo https://t.co/G4ziCaPond","Twitter for iPhone",60,,,,FALSE,FALSE,317490,32438,,,,,,,,"http://pbs.twimg.com/media/EumxfgTXUAArSOc.jpg","https://t.co/G4ziCaPond","https://twitter.com/taylorswift13/status/1362815522463748096/photo/1","photo","http://pbs.twimg.com/media/EumxfgTXUAArSOc.jpg","https://t.co/G4ziCaPond","https://twitter.com/taylorswift13/status/1362815522463748096/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1362815522463748096","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","The mood board for the gasoline remix is just this one photo"
"x17919972","x1362563255697301505",2021-02-19 00:42:50,"taylorswift13","Cancel the DNA test I’m the 4th Haim sister and this song is the only proof I need 
#GasolineRemix https://t.co/GWwMxZEBsT","Twitter for iPhone",98,,,,TRUE,FALSE,212639,31500,,,"GasolineRemix",,"twitter.com/HAIMtheband/st…","https://t.co/GWwMxZEBsT","https://twitter.com/HAIMtheband/status/1362555599997702144",,,,,,,,,,,"en","x1362555599997702144","gasoline (feat. @taylorswift13) + 3 am (feat. @Thundercat) out now!!

https://t.co/mpV9hgVkS6 https://t.co/5o3bPaIWH8",2021-02-19 00:12:24,"Twitter for iPhone",53360,8956,"x126632581","HAIMtheband","HAIM",1188420,438,3714,"","gasoline (feat. taylor swift) + 3 am (feat. thundercat) out now",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1362563255697301505","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","Cancel the DNA test I’m the 4th Haim sister and this song is the only proof I need"
"x17919972","x1360987111176892418",2021-02-14 16:19:47,"taylorswift13","Hey guys so who’s gonna tell 18 year old me that our love story would still be going strong all these years later? 🥺 Thanks for the ways you fill my life with love 24/7, every damn day. Happy Valentines Day 💛 💛","Twitter for iPhone",210,,,,FALSE,FALSE,923277,105480,,,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1360987111176892418","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","Hey guys so who’s gonna tell 18 year old me that our love story would still be going strong all these years later? Thanks for the ways you fill my life with love 24/7, every damn day. Happy Valentines Day"
"x17919972","x1360631252571873285",2021-02-13 16:45:44,"taylorswift13","💕🙏🙏 https://t.co/0oBYc85OQs","Twitter for iPhone",3,,,,TRUE,FALSE,150453,12481,,,,,"twitter.com/shirklesxp/sta…","https://t.co/0oBYc85OQs","https://twitter.com/shirklesxp/status/1360616466916253697",,,,,,,,,,,"und","x1360616466916253697","Wrote about Taylor Swift, #LoveStoryTaylorsVersion, and the surprising depth of this first step in her re-recording quest, for @TheAtlantic: https://t.co/rXIeWikLMb",2021-02-13 15:46:59,"TweetDeck",16946,2246,"x454127322","shirklesxp","Shirley Li",7185,1078,5776,"LA","@TheAtlantic staff writer. Zach Woods EGOT campaign manager. Messy tweeter. @EW alum. sli@theatlantic.com",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1360631252571873285","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg",""
"x17919972","x1360630956454006785",2021-02-13 16:44:33,"taylorswift13","It's time to relive our Love Story. 💕 Pre-order the Target exclusive version of @taylorswift13's CD Fearless (#TaylorsVersion) now: https://t.co/qikJsUszhh https://t.co/CEaK469PCw","Twitter for iPhone",139,,,,FALSE,TRUE,0,4682,,,"TaylorsVersion",,,,,,,,,,,,,"x89084561 x17919972","Target taylorswift13","en",,,,,,,,,,,,,,,,"x1360266355342213124","It's time to relive our Love Story. 💕 Pre-order the Target exclusive version of @taylorswift13's CD Fearless (#TaylorsVersion) now: https://t.co/qikJsUszhh https://t.co/CEaK469PCw",2021-02-12 16:35:46,"Khoros Publishing App",45958,4682,"x89084561","Target","Target",2130772,2624,88696,"","When you go to Target for 280 characters or less... Have a question? @AskTarget",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/taylorswift13/status/1360630956454006785","Taylor Swift","","Fearless (Taylor's Version) available for pre-order now","https://t.co/Xrf6Uy9PNm",FALSE,88560262,0,113100,615,1208,2008-12-06 10:10:54,TRUE,"https://t.co/Xrf6Uy9PNm","https://taylor.lnk.to/fearlesstaylorsversion",,"https://pbs.twimg.com/profile_banners/17919972/1613106708","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1359854167150493698/mRKQy5IS_normal.jpg","It's time to relive our Love Story. Pre-order the Target exclusive version of 's CD Fearless ( ) now:"
